Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),2018,2018,100 g/ha,52428,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),2018,2018,t,139228734.3,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),2019,2019,ha,27980835,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),2019,2019,100 g/ha,61406,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),2019,2019,t,171818512.5,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),2020,2020,ha,29212830,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),2020,2020,100 g/ha,60357,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),2020,2020,t,176318731.2,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),2021,2021,ha,30394350,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),2021,2021,100 g/ha,53315,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),2021,2021,t,162048123.7,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),2022,2022,ha,33325183,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),2022,2022,100 g/ha,54925,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),2022,2022,t,183039835.6,A,Official figure,
